"Delay","Immediate","phase"
81.6999999999998,80.9000000000001,"Experimental"
83,81.3999999999999,"Experimental"
83.7,81.9,"Experimental"
83.9,82.6000000000004,"Experimental"
84.5000000000001,82.6999999999998,"Experimental"
86,83.1,"Experimental"
86.1000000000001,83.9000000000001,"Experimental"
88.1,84,"Experimental"
88.5,84.4,"Experimental"
88.6,84.9000000000001,"Experimental"
