"t";"evento";"sujeto";"fase";"sesion"
0;12;"M330";"acq";19
0;12;"M330";"acq";19
0;51;"M330";"acq";19
200;12;"M330";"acq";19
238;11;"M330";"acq";19
298;12;"M330";"acq";19
308;11;"M330";"acq";19
330;12;"M330";"acq";19
355;11;"M330";"acq";19
360;11;"M330";"acq";19
364;12;"M330";"acq";19
373;11;"M330";"acq";19
423;11;"M330";"acq";19
427;11;"M330";"acq";19
430;11;"M330";"acq";19
443;11;"M330";"acq";19
456;12;"M330";"acq";19
504;12;"M330";"acq";19
511;11;"M330";"acq";19
519;11;"M330";"acq";19
522;11;"M330";"acq";19
648;11;"M330";"acq";19
648;21;"M330";"acq";19
649;11;"M330";"acq";19
652;12;"M330";"acq";19
692;12;"M330";"acq";19
698;31;"M330";"acq";19
715;12;"M330";"acq";19
716;12;"M330";"acq";19
730;12;"M330";"acq";19
732;12;"M330";"acq";19
736;12;"M330";"acq";19
747;12;"M330";"acq";19
798;51;"M330";"acq";19
807;12;"M330";"acq";19
808;12;"M330";"acq";19
809;12;"M330";"acq";19
812;12;"M330";"acq";19
844;12;"M330";"acq";19
844;12;"M330";"acq";19
931;11;"M330";"acq";19
944;12;"M330";"acq";19
963;11;"M330";"acq";19
1010;11;"M330";"acq";19
1012;11;"M330";"acq";19
1020;11;"M330";"acq";19
1023;11;"M330";"acq";19
1033;11;"M330";"acq";19
1043;11;"M330";"acq";19
1045;12;"M330";"acq";19
1056;11;"M330";"acq";19
1059;11;"M330";"acq";19
1061;11;"M330";"acq";19
1071;11;"M330";"acq";19
1073;11;"M330";"acq";19
1077;11;"M330";"acq";19
1078;11;"M330";"acq";19
1082;11;"M330";"acq";19
1091;12;"M330";"acq";19
1123;11;"M330";"acq";19
1129;11;"M330";"acq";19
1134;11;"M330";"acq";19
1135;11;"M330";"acq";19
1139;11;"M330";"acq";19
1152;11;"M330";"acq";19
1154;11;"M330";"acq";19
1157;11;"M330";"acq";19
1165;11;"M330";"acq";19
1169;11;"M330";"acq";19
1197;11;"M330";"acq";19
1253;11;"M330";"acq";19
1256;11;"M330";"acq";19
1260;11;"M330";"acq";19
1271;11;"M330";"acq";19
1283;11;"M330";"acq";19
1302;11;"M330";"acq";19
1305;11;"M330";"acq";19
1329;11;"M330";"acq";19
1347;12;"M330";"acq";19
1358;11;"M330";"acq";19
1376;11;"M330";"acq";19
1379;11;"M330";"acq";19
1384;11;"M330";"acq";19
1536;11;"M330";"acq";19
1536;21;"M330";"acq";19
1540;12;"M330";"acq";19
1586;31;"M330";"acq";19
1626;12;"M330";"acq";19
1642;12;"M330";"acq";19
1647;12;"M330";"acq";19
1655;12;"M330";"acq";19
1657;12;"M330";"acq";19
1659;12;"M330";"acq";19
1662;12;"M330";"acq";19
1663;12;"M330";"acq";19
1665;12;"M330";"acq";19
1667;12;"M330";"acq";19
1674;12;"M330";"acq";19
1686;5;"M330";"acq";19
1727;12;"M330";"acq";19
1736;12;"M330";"acq";19
1737;12;"M330";"acq";19
1778;12;"M330";"acq";19
1807;12;"M330";"acq";19
1813;12;"M330";"acq";19
1815;12;"M330";"acq";19
1816;12;"M330";"acq";19
1820;12;"M330";"acq";19
1823;12;"M330";"acq";19
2013;1;"M330";"acq";19
2019;12;"M330";"acq";19
2047;1;"M330";"acq";19
2089;1;"M330";"acq";19
2151;1;"M330";"acq";19
2156;1;"M330";"acq";19
2160;1;"M330";"acq";19
2173;12;"M330";"acq";19
2191;1;"M330";"acq";19
2192;1;"M330";"acq";19
2195;1;"M330";"acq";19
2202;1;"M330";"acq";19
2238;1;"M330";"acq";19
2240;1;"M330";"acq";19
2242;1;"M330";"acq";19
2246;1;"M330";"acq";19
2247;1;"M330";"acq";19
2254;1;"M330";"acq";19
2261;1;"M330";"acq";19
2274;1;"M330";"acq";19
2277;1;"M330";"acq";19
2280;1;"M330";"acq";19
2285;1;"M330";"acq";19
2287;1;"M330";"acq";19
2287;2;"M330";"acq";19
2291;12;"M330";"acq";19
2337;3;"M330";"acq";19
2437;51;"M330";"acq";19
2490;11;"M330";"acq";19
2541;12;"M330";"acq";19
2554;12;"M330";"acq";19
2596;12;"M330";"acq";19
2600;12;"M330";"acq";19
2608;12;"M330";"acq";19
2610;12;"M330";"acq";19
2617;12;"M330";"acq";19
2620;12;"M330";"acq";19
2627;12;"M330";"acq";19
2628;12;"M330";"acq";19
2633;12;"M330";"acq";19
2674;12;"M330";"acq";19
2682;12;"M330";"acq";19
2699;12;"M330";"acq";19
2805;12;"M330";"acq";19
2807;12;"M330";"acq";19
2824;11;"M330";"acq";19
2831;11;"M330";"acq";19
2835;11;"M330";"acq";19
2840;11;"M330";"acq";19
2845;11;"M330";"acq";19
2851;11;"M330";"acq";19
2855;12;"M330";"acq";19
2863;11;"M330";"acq";19
2872;11;"M330";"acq";19
2878;11;"M330";"acq";19
2885;11;"M330";"acq";19
2887;11;"M330";"acq";19
2896;11;"M330";"acq";19
2908;11;"M330";"acq";19
2913;11;"M330";"acq";19
2919;11;"M330";"acq";19
2932;11;"M330";"acq";19
2935;11;"M330";"acq";19
2945;11;"M330";"acq";19
2955;11;"M330";"acq";19
2958;11;"M330";"acq";19
2984;11;"M330";"acq";19
2990;11;"M330";"acq";19
2996;11;"M330";"acq";19
2999;11;"M330";"acq";19
3008;11;"M330";"acq";19
3010;11;"M330";"acq";19
3014;11;"M330";"acq";19
3015;11;"M330";"acq";19
3019;11;"M330";"acq";19
3021;11;"M330";"acq";19
3052;11;"M330";"acq";19
3052;21;"M330";"acq";19
3056;12;"M330";"acq";19
3102;31;"M330";"acq";19
3181;12;"M330";"acq";19
3186;12;"M330";"acq";19
3202;5;"M330";"acq";19
3232;12;"M330";"acq";19
3237;12;"M330";"acq";19
3308;12;"M330";"acq";19
3341;12;"M330";"acq";19
3342;12;"M330";"acq";19
3344;12;"M330";"acq";19
3346;12;"M330";"acq";19
3347;12;"M330";"acq";19
3349;12;"M330";"acq";19
3452;12;"M330";"acq";19
3453;12;"M330";"acq";19
3455;12;"M330";"acq";19
3457;12;"M330";"acq";19
3458;12;"M330";"acq";19
3460;12;"M330";"acq";19
3462;12;"M330";"acq";19
3465;12;"M330";"acq";19
3466;12;"M330";"acq";19
3468;12;"M330";"acq";19
3470;12;"M330";"acq";19
3472;12;"M330";"acq";19
3473;12;"M330";"acq";19
3474;12;"M330";"acq";19
3477;12;"M330";"acq";19
3554;1;"M330";"acq";19
3558;1;"M330";"acq";19
3561;1;"M330";"acq";19
3569;1;"M330";"acq";19
3576;1;"M330";"acq";19
3581;1;"M330";"acq";19
3588;1;"M330";"acq";19
3594;1;"M330";"acq";19
3597;1;"M330";"acq";19
3606;1;"M330";"acq";19
3616;1;"M330";"acq";19
3619;1;"M330";"acq";19
3622;1;"M330";"acq";19
3628;1;"M330";"acq";19
3640;1;"M330";"acq";19
3642;1;"M330";"acq";19
3646;1;"M330";"acq";19
3649;1;"M330";"acq";19
3661;1;"M330";"acq";19
3664;1;"M330";"acq";19
3666;1;"M330";"acq";19
3670;1;"M330";"acq";19
3675;1;"M330";"acq";19
3697;1;"M330";"acq";19
3701;1;"M330";"acq";19
3707;1;"M330";"acq";19
3720;1;"M330";"acq";19
3741;1;"M330";"acq";19
3747;1;"M330";"acq";19
3754;1;"M330";"acq";19
3756;1;"M330";"acq";19
3759;1;"M330";"acq";19
3762;1;"M330";"acq";19
3764;1;"M330";"acq";19
3777;1;"M330";"acq";19
3781;1;"M330";"acq";19
3795;1;"M330";"acq";19
3805;1;"M330";"acq";19
3805;2;"M330";"acq";19
3809;12;"M330";"acq";19
3855;3;"M330";"acq";19
3899;12;"M330";"acq";19
3926;12;"M330";"acq";19
3929;12;"M330";"acq";19
3931;12;"M330";"acq";19
3932;12;"M330";"acq";19
3932;12;"M330";"acq";19
3936;12;"M330";"acq";19
3936;12;"M330";"acq";19
3941;12;"M330";"acq";19
3944;12;"M330";"acq";19
3945;12;"M330";"acq";19
3955;12;"M330";"acq";19
3955;51;"M330";"acq";19
3964;12;"M330";"acq";19
3967;12;"M330";"acq";19
3969;12;"M330";"acq";19
3971;12;"M330";"acq";19
3972;12;"M330";"acq";19
3989;12;"M330";"acq";19
4027;12;"M330";"acq";19
4046;12;"M330";"acq";19
4080;12;"M330";"acq";19
4084;12;"M330";"acq";19
4091;12;"M330";"acq";19
4133;12;"M330";"acq";19
4143;12;"M330";"acq";19
4166;12;"M330";"acq";19
4168;12;"M330";"acq";19
4216;12;"M330";"acq";19
4240;12;"M330";"acq";19
4252;12;"M330";"acq";19
4258;12;"M330";"acq";19
4265;12;"M330";"acq";19
4279;11;"M330";"acq";19
4287;11;"M330";"acq";19
4301;11;"M330";"acq";19
4313;11;"M330";"acq";19
4314;11;"M330";"acq";19
4321;11;"M330";"acq";19
4324;11;"M330";"acq";19
4330;11;"M330";"acq";19
4338;11;"M330";"acq";19
4341;11;"M330";"acq";19
4342;11;"M330";"acq";19
4351;11;"M330";"acq";19
4353;11;"M330";"acq";19
4368;11;"M330";"acq";19
4372;11;"M330";"acq";19
4389;11;"M330";"acq";19
4391;11;"M330";"acq";19
4408;11;"M330";"acq";19
4415;12;"M330";"acq";19
4430;11;"M330";"acq";19
4434;11;"M330";"acq";19
4441;11;"M330";"acq";19
4444;11;"M330";"acq";19
4454;11;"M330";"acq";19
4463;11;"M330";"acq";19
4470;11;"M330";"acq";19
4473;11;"M330";"acq";19
4497;11;"M330";"acq";19
4517;11;"M330";"acq";19
4525;11;"M330";"acq";19
4528;11;"M330";"acq";19
4534;11;"M330";"acq";19
4542;11;"M330";"acq";19
4544;11;"M330";"acq";19
4550;11;"M330";"acq";19
4576;11;"M330";"acq";19
4576;21;"M330";"acq";19
4580;12;"M330";"acq";19
4626;31;"M330";"acq";19
4714;12;"M330";"acq";19
4717;12;"M330";"acq";19
4720;12;"M330";"acq";19
4726;5;"M330";"acq";19
4729;12;"M330";"acq";19
4731;12;"M330";"acq";19
4777;12;"M330";"acq";19
4781;12;"M330";"acq";19
4782;12;"M330";"acq";19
4784;12;"M330";"acq";19
4786;12;"M330";"acq";19
4791;12;"M330";"acq";19
4794;12;"M330";"acq";19
4797;12;"M330";"acq";19
4807;12;"M330";"acq";19
4809;12;"M330";"acq";19
4835;12;"M330";"acq";19
4840;12;"M330";"acq";19
4883;12;"M330";"acq";19
4886;12;"M330";"acq";19
4887;12;"M330";"acq";19
4889;12;"M330";"acq";19
4954;12;"M330";"acq";19
4986;1;"M330";"acq";19
4994;1;"M330";"acq";19
4996;1;"M330";"acq";19
5001;1;"M330";"acq";19
5008;1;"M330";"acq";19
5018;1;"M330";"acq";19
5042;1;"M330";"acq";19
5050;1;"M330";"acq";19
5059;1;"M330";"acq";19
5061;1;"M330";"acq";19
5072;1;"M330";"acq";19
5076;1;"M330";"acq";19
5079;1;"M330";"acq";19
5085;1;"M330";"acq";19
5097;1;"M330";"acq";19
5104;1;"M330";"acq";19
5107;1;"M330";"acq";19
5110;1;"M330";"acq";19
5134;1;"M330";"acq";19
5137;1;"M330";"acq";19
5140;1;"M330";"acq";19
5149;1;"M330";"acq";19
5155;1;"M330";"acq";19
5159;1;"M330";"acq";19
5166;1;"M330";"acq";19
5170;1;"M330";"acq";19
5179;1;"M330";"acq";19
5181;1;"M330";"acq";19
5198;1;"M330";"acq";19
5208;1;"M330";"acq";19
5211;1;"M330";"acq";19
5232;1;"M330";"acq";19
5240;1;"M330";"acq";19
5250;12;"M330";"acq";19
5269;1;"M330";"acq";19
5277;1;"M330";"acq";19
5278;1;"M330";"acq";19
5283;1;"M330";"acq";19
5290;1;"M330";"acq";19
5292;1;"M330";"acq";19
5303;1;"M330";"acq";19
5346;1;"M330";"acq";19
5346;2;"M330";"acq";19
5350;12;"M330";"acq";19
5396;3;"M330";"acq";19
5472;12;"M330";"acq";19
5495;12;"M330";"acq";19
5496;5;"M330";"acq";19
5501;12;"M330";"acq";19
5755;1;"M330";"acq";19
5764;12;"M330";"acq";19
5914;1;"M330";"acq";19
5919;1;"M330";"acq";19
5930;1;"M330";"acq";19
5936;1;"M330";"acq";19
5950;1;"M330";"acq";19
5960;1;"M330";"acq";19
5964;12;"M330";"acq";19
5976;1;"M330";"acq";19
5983;1;"M330";"acq";19
5986;1;"M330";"acq";19
5989;1;"M330";"acq";19
5994;1;"M330";"acq";19
5997;1;"M330";"acq";19
5999;1;"M330";"acq";19
6012;1;"M330";"acq";19
6041;1;"M330";"acq";19
6045;1;"M330";"acq";19
6053;1;"M330";"acq";19
6077;1;"M330";"acq";19
6080;1;"M330";"acq";19
6081;1;"M330";"acq";19
6084;1;"M330";"acq";19
6091;1;"M330";"acq";19
6093;1;"M330";"acq";19
6096;1;"M330";"acq";19
6096;2;"M330";"acq";19
6103;12;"M330";"acq";19
6146;3;"M330";"acq";19
6246;51;"M330";"acq";19
6265;12;"M330";"acq";19
6267;12;"M330";"acq";19
6315;12;"M330";"acq";19
6321;12;"M330";"acq";19
6696;11;"M330";"acq";19
6702;11;"M330";"acq";19
6744;11;"M330";"acq";19
6752;11;"M330";"acq";19
6755;11;"M330";"acq";19
6759;11;"M330";"acq";19
6762;11;"M330";"acq";19
6776;11;"M330";"acq";19
6783;11;"M330";"acq";19
6786;11;"M330";"acq";19
6790;11;"M330";"acq";19
6793;11;"M330";"acq";19
6794;11;"M330";"acq";19
6797;11;"M330";"acq";19
6802;12;"M330";"acq";19
6813;11;"M330";"acq";19
6832;11;"M330";"acq";19
6835;11;"M330";"acq";19
6840;11;"M330";"acq";19
6852;11;"M330";"acq";19
6852;21;"M330";"acq";19
6857;12;"M330";"acq";19
6902;31;"M330";"acq";19
6947;12;"M330";"acq";19
6957;12;"M330";"acq";19
6958;12;"M330";"acq";19
6965;12;"M330";"acq";19
6976;12;"M330";"acq";19
6978;12;"M330";"acq";19
6989;12;"M330";"acq";19
6990;12;"M330";"acq";19
6992;12;"M330";"acq";19
6993;12;"M330";"acq";19
6995;12;"M330";"acq";19
7002;5;"M330";"acq";19
7011;12;"M330";"acq";19
7038;12;"M330";"acq";19
7040;12;"M330";"acq";19
7041;12;"M330";"acq";19
7043;12;"M330";"acq";19
7046;12;"M330";"acq";19
7049;12;"M330";"acq";19
7052;12;"M330";"acq";19
7053;12;"M330";"acq";19
7055;12;"M330";"acq";19
7058;12;"M330";"acq";19
7060;12;"M330";"acq";19
7062;12;"M330";"acq";19
7064;12;"M330";"acq";19
7066;12;"M330";"acq";19
7068;12;"M330";"acq";19
7072;12;"M330";"acq";19
7342;12;"M330";"acq";19
7489;1;"M330";"acq";19
7492;1;"M330";"acq";19
7496;1;"M330";"acq";19
7512;1;"M330";"acq";19
7525;1;"M330";"acq";19
7527;1;"M330";"acq";19
7533;1;"M330";"acq";19
7538;12;"M330";"acq";19
7554;1;"M330";"acq";19
7564;1;"M330";"acq";19
7569;1;"M330";"acq";19
7579;1;"M330";"acq";19
7590;1;"M330";"acq";19
7595;1;"M330";"acq";19
7609;1;"M330";"acq";19
7609;2;"M330";"acq";19
7614;12;"M330";"acq";19
7655;12;"M330";"acq";19
7659;3;"M330";"acq";19
7732;12;"M330";"acq";19
7736;12;"M330";"acq";19
7759;51;"M330";"acq";19
8238;11;"M330";"acq";19
8245;11;"M330";"acq";19
8251;11;"M330";"acq";19
8258;11;"M330";"acq";19
