"t";"evento";"sujeto";"fase";"sesion"
0;51;"M332";"acq";1
117;11;"M332";"acq";1
122;11;"M332";"acq";1
128;12;"M332";"acq";1
140;12;"M332";"acq";1
146;12;"M332";"acq";1
184;12;"M332";"acq";1
185;12;"M332";"acq";1
193;12;"M332";"acq";1
197;12;"M332";"acq";1
322;11;"M332";"acq";1
327;12;"M332";"acq";1
348;12;"M332";"acq";1
350;12;"M332";"acq";1
398;11;"M332";"acq";1
448;11;"M332";"acq";1
460;11;"M332";"acq";1
466;11;"M332";"acq";1
484;12;"M332";"acq";1
486;12;"M332";"acq";1
488;12;"M332";"acq";1
507;11;"M332";"acq";1
509;11;"M332";"acq";1
512;11;"M332";"acq";1
517;11;"M332";"acq";1
525;11;"M332";"acq";1
533;11;"M332";"acq";1
541;11;"M332";"acq";1
549;11;"M332";"acq";1
551;11;"M332";"acq";1
565;11;"M332";"acq";1
579;11;"M332";"acq";1
591;11;"M332";"acq";1
597;11;"M332";"acq";1
601;11;"M332";"acq";1
601;21;"M332";"acq";1
605;12;"M332";"acq";1
651;31;"M332";"acq";1
751;51;"M332";"acq";1
757;12;"M332";"acq";1
760;12;"M332";"acq";1
764;12;"M332";"acq";1
775;12;"M332";"acq";1
780;12;"M332";"acq";1
789;12;"M332";"acq";1
797;12;"M332";"acq";1
798;12;"M332";"acq";1
805;12;"M332";"acq";1
807;12;"M332";"acq";1
809;12;"M332";"acq";1
810;12;"M332";"acq";1
818;12;"M332";"acq";1
827;12;"M332";"acq";1
830;12;"M332";"acq";1
830;12;"M332";"acq";1
845;12;"M332";"acq";1
846;12;"M332";"acq";1
851;12;"M332";"acq";1
857;12;"M332";"acq";1
862;12;"M332";"acq";1
872;12;"M332";"acq";1
879;12;"M332";"acq";1
882;12;"M332";"acq";1
885;12;"M332";"acq";1
887;12;"M332";"acq";1
895;12;"M332";"acq";1
897;12;"M332";"acq";1
900;12;"M332";"acq";1
902;12;"M332";"acq";1
902;12;"M332";"acq";1
905;12;"M332";"acq";1
908;12;"M332";"acq";1
910;12;"M332";"acq";1
915;12;"M332";"acq";1
