"t";"evento";"sujeto";"fase";"sesion"
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
0;12;"M333";"acq";11
