"t";"evento";"sujeto";"fase";"sesion"
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;51;"M328";"acq";14
62;11;"M328";"acq";14
78;12;"M328";"acq";14
109;11;"M328";"acq";14
232;11;"M328";"acq";14
237;12;"M328";"acq";14
313;11;"M328";"acq";14
321;12;"M328";"acq";14
375;11;"M328";"acq";14
685;11;"M328";"acq";14
685;21;"M328";"acq";14
692;12;"M328";"acq";14
735;31;"M328";"acq";14
835;51;"M328";"acq";14
909;12;"M328";"acq";14
913;12;"M328";"acq";14
914;12;"M328";"acq";14
937;12;"M328";"acq";14
946;12;"M328";"acq";14
948;12;"M328";"acq";14
951;12;"M328";"acq";14
969;12;"M328";"acq";14
979;12;"M328";"acq";14
984;12;"M328";"acq";14
986;12;"M328";"acq";14
989;12;"M328";"acq";14
1015;11;"M328";"acq";14
1024;12;"M328";"acq";14
1034;12;"M328";"acq";14
1052;12;"M328";"acq";14
1072;11;"M328";"acq";14
1082;11;"M328";"acq";14
1131;11;"M328";"acq";14
1151;11;"M328";"acq";14
1160;12;"M328";"acq";14
1184;12;"M328";"acq";14
1201;12;"M328";"acq";14
1226;11;"M328";"acq";14
1232;11;"M328";"acq";14
1298;11;"M328";"acq";14
1313;11;"M328";"acq";14
1319;11;"M328";"acq";14
1340;11;"M328";"acq";14
1352;11;"M328";"acq";14
1355;11;"M328";"acq";14
1365;11;"M328";"acq";14
1370;11;"M328";"acq";14
1375;12;"M328";"acq";14
1385;11;"M328";"acq";14
1401;11;"M328";"acq";14
1412;11;"M328";"acq";14
1414;11;"M328";"acq";14
1427;11;"M328";"acq";14
1431;11;"M328";"acq";14
1433;12;"M328";"acq";14
1437;12;"M328";"acq";14
1448;11;"M328";"acq";14
1448;21;"M328";"acq";14
1455;12;"M328";"acq";14
1498;31;"M328";"acq";14
1598;5;"M328";"acq";14
1722;12;"M328";"acq";14
1754;1;"M328";"acq";14
1763;12;"M328";"acq";14
1778;1;"M328";"acq";14
1787;12;"M328";"acq";14
1814;1;"M328";"acq";14
1822;1;"M328";"acq";14
1832;12;"M328";"acq";14
1858;1;"M328";"acq";14
1867;12;"M328";"acq";14
1899;1;"M328";"acq";14
1905;12;"M328";"acq";14
1934;1;"M328";"acq";14
1944;12;"M328";"acq";14
1969;1;"M328";"acq";14
1974;12;"M328";"acq";14
1982;1;"M328";"acq";14
1991;1;"M328";"acq";14
2019;1;"M328";"acq";14
2020;1;"M328";"acq";14
2029;1;"M328";"acq";14
2036;12;"M328";"acq";14
2044;12;"M328";"acq";14
2063;1;"M328";"acq";14
2068;1;"M328";"acq";14
2081;12;"M328";"acq";14
2110;1;"M328";"acq";14
2167;1;"M328";"acq";14
2173;12;"M328";"acq";14
2186;1;"M328";"acq";14
2195;1;"M328";"acq";14
2236;12;"M328";"acq";14
2254;1;"M328";"acq";14
2254;2;"M328";"acq";14
2259;12;"M328";"acq";14
2304;3;"M328";"acq";14
2404;51;"M328";"acq";14
2863;11;"M328";"acq";14
2869;12;"M328";"acq";14
2892;11;"M328";"acq";14
2909;11;"M328";"acq";14
2929;11;"M328";"acq";14
2933;11;"M328";"acq";14
2954;11;"M328";"acq";14
3022;11;"M328";"acq";14
3022;21;"M328";"acq";14
3028;12;"M328";"acq";14
3072;31;"M328";"acq";14
3172;5;"M328";"acq";14
3239;12;"M328";"acq";14
3321;1;"M328";"acq";14
3427;1;"M328";"acq";14
