"t";"evento";"sujeto";"fase";"sesion"
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;12;"M332";"acq";7
0;51;"M332";"acq";7
177;12;"M332";"acq";7
304;11;"M332";"acq";7
306;11;"M332";"acq";7
306;11;"M332";"acq";7
316;11;"M332";"acq";7
324;12;"M332";"acq";7
339;12;"M332";"acq";7
356;12;"M332";"acq";7
368;11;"M332";"acq";7
370;11;"M332";"acq";7
373;11;"M332";"acq";7
377;11;"M332";"acq";7
386;11;"M332";"acq";7
390;11;"M332";"acq";7
392;11;"M332";"acq";7
400;11;"M332";"acq";7
409;11;"M332";"acq";7
411;11;"M332";"acq";7
