"t";"evento";"sujeto";"fase";"sesion"
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;12;"M328";"acq";34
0;54;"M328";"acq";34
133;12;"M328";"acq";34
145;11;"M328";"acq";34
223;11;"M328";"acq";34
230;12;"M328";"acq";34
250;11;"M328";"acq";34
262;12;"M328";"acq";34
307;12;"M328";"acq";34
315;12;"M328";"acq";34
333;12;"M328";"acq";34
337;12;"M328";"acq";34
351;11;"M328";"acq";34
364;11;"M328";"acq";34
368;11;"M328";"acq";34
374;12;"M328";"acq";34
389;12;"M328";"acq";34
390;12;"M328";"acq";34
401;12;"M328";"acq";34
403;12;"M328";"acq";34
428;11;"M328";"acq";34
441;11;"M328";"acq";34
453;11;"M328";"acq";34
463;11;"M328";"acq";34
469;12;"M328";"acq";34
477;12;"M328";"acq";34
479;12;"M328";"acq";34
492;11;"M328";"acq";34
495;11;"M328";"acq";34
503;11;"M328";"acq";34
508;11;"M328";"acq";34
513;11;"M328";"acq";34
520;11;"M328";"acq";34
526;11;"M328";"acq";34
532;11;"M328";"acq";34
538;11;"M328";"acq";34
572;12;"M328";"acq";34
592;12;"M328";"acq";34
612;11;"M328";"acq";34
617;11;"M328";"acq";34
624;12;"M328";"acq";34
642;12;"M328";"acq";34
650;11;"M328";"acq";34
668;11;"M328";"acq";34
679;11;"M328";"acq";34
686;12;"M328";"acq";34
732;12;"M328";"acq";34
749;12;"M328";"acq";34
771;11;"M328";"acq";34
787;11;"M328";"acq";34
791;11;"M328";"acq";34
818;11;"M328";"acq";34
832;11;"M328";"acq";34
835;11;"M328";"acq";34
865;11;"M328";"acq";34
873;12;"M328";"acq";34
891;11;"M328";"acq";34
898;11;"M328";"acq";34
903;11;"M328";"acq";34
926;11;"M328";"acq";34
935;11;"M328";"acq";34
938;11;"M328";"acq";34
