"t";"evento";"sujeto";"fase";"sesion"
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;12;"M328";"acq";18
0;51;"M328";"acq";18
63;12;"M328";"acq";18
96;12;"M328";"acq";18
105;12;"M328";"acq";18
115;12;"M328";"acq";18
118;12;"M328";"acq";18
127;12;"M328";"acq";18
131;12;"M328";"acq";18
148;11;"M328";"acq";18
155;12;"M328";"acq";18
161;12;"M328";"acq";18
162;12;"M328";"acq";18
164;12;"M328";"acq";18
191;12;"M328";"acq";18
197;12;"M328";"acq";18
210;12;"M328";"acq";18
215;11;"M328";"acq";18
220;12;"M328";"acq";18
242;12;"M328";"acq";18
244;12;"M328";"acq";18
250;12;"M328";"acq";18
262;12;"M328";"acq";18
269;12;"M328";"acq";18
271;12;"M328";"acq";18
281;11;"M328";"acq";18
286;12;"M328";"acq";18
317;12;"M328";"acq";18
323;12;"M328";"acq";18
328;12;"M328";"acq";18
334;12;"M328";"acq";18
336;12;"M328";"acq";18
345;12;"M328";"acq";18
347;12;"M328";"acq";18
351;12;"M328";"acq";18
360;12;"M328";"acq";18
365;12;"M328";"acq";18
370;11;"M328";"acq";18
375;12;"M328";"acq";18
409;12;"M328";"acq";18
413;11;"M328";"acq";18
420;11;"M328";"acq";18
423;11;"M328";"acq";18
427;11;"M328";"acq";18
441;11;"M328";"acq";18
445;12;"M328";"acq";18
473;12;"M328";"acq";18
477;12;"M328";"acq";18
490;12;"M328";"acq";18
495;12;"M328";"acq";18
503;11;"M328";"acq";18
506;11;"M328";"acq";18
508;11;"M328";"acq";18
516;11;"M328";"acq";18
522;12;"M328";"acq";18
538;11;"M328";"acq";18
550;12;"M328";"acq";18
569;11;"M328";"acq";18
569;21;"M328";"acq";18
581;11;"M328";"acq";18
586;11;"M328";"acq";18
593;12;"M328";"acq";18
619;31;"M328";"acq";18
719;51;"M328";"acq";18
