"t";"evento";"sujeto";"fase";"sesion"
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;12;"M328";"acq";14
0;51;"M328";"acq";14
80;11;"M328";"acq";14
93;12;"M328";"acq";14
114;11;"M328";"acq";14
121;12;"M328";"acq";14
166;12;"M328";"acq";14
175;11;"M328";"acq";14
187;11;"M328";"acq";14
202;11;"M328";"acq";14
221;12;"M328";"acq";14
253;11;"M328";"acq";14
280;11;"M328";"acq";14
291;12;"M328";"acq";14
301;11;"M328";"acq";14
333;11;"M328";"acq";14
350;11;"M328";"acq";14
385;12;"M328";"acq";14
403;11;"M328";"acq";14
416;11;"M328";"acq";14
425;11;"M328";"acq";14
427;11;"M328";"acq";14
509;11;"M328";"acq";14
518;11;"M328";"acq";14
545;11;"M328";"acq";14
545;21;"M328";"acq";14
553;12;"M328";"acq";14
595;31;"M328";"acq";14
695;51;"M328";"acq";14
1089;12;"M328";"acq";14
1113;12;"M328";"acq";14
1160;12;"M328";"acq";14
1166;11;"M328";"acq";14
1170;12;"M328";"acq";14
1374;11;"M328";"acq";14
1374;21;"M328";"acq";14
1381;12;"M328";"acq";14
1424;31;"M328";"acq";14
1524;51;"M328";"acq";14
1724;11;"M328";"acq";14
1832;11;"M328";"acq";14
1840;12;"M328";"acq";14
1891;11;"M328";"acq";14
1897;12;"M328";"acq";14
1933;11;"M328";"acq";14
2096;11;"M328";"acq";14
2096;21;"M328";"acq";14
2104;12;"M328";"acq";14
2146;31;"M328";"acq";14
2246;5;"M328";"acq";14
2287;12;"M328";"acq";14
2310;1;"M328";"acq";14
2318;12;"M328";"acq";14
2350;1;"M328";"acq";14
2352;1;"M328";"acq";14
2357;12;"M328";"acq";14
2364;12;"M328";"acq";14
2380;12;"M328";"acq";14
2382;12;"M328";"acq";14
2392;1;"M328";"acq";14
2393;1;"M328";"acq";14
2395;1;"M328";"acq";14
2398;12;"M328";"acq";14
2418;1;"M328";"acq";14
2427;1;"M328";"acq";14
2433;1;"M328";"acq";14
2444;12;"M328";"acq";14
2452;12;"M328";"acq";14
2453;12;"M328";"acq";14
2478;12;"M328";"acq";14
2509;1;"M328";"acq";14
2510;1;"M328";"acq";14
2512;1;"M328";"acq";14
2516;12;"M328";"acq";14
2548;12;"M328";"acq";14
2557;12;"M328";"acq";14
2573;1;"M328";"acq";14
2574;1;"M328";"acq";14
2576;1;"M328";"acq";14
2580;12;"M328";"acq";14
2587;12;"M328";"acq";14
2610;12;"M328";"acq";14
2669;12;"M328";"acq";14
2674;12;"M328";"acq";14
2682;1;"M328";"acq";14
2683;1;"M328";"acq";14
2690;12;"M328";"acq";14
2722;1;"M328";"acq";14
2724;1;"M328";"acq";14
2725;1;"M328";"acq";14
2731;12;"M328";"acq";14
2740;12;"M328";"acq";14
2741;12;"M328";"acq";14
2744;12;"M328";"acq";14
2774;1;"M328";"acq";14
2776;1;"M328";"acq";14
2777;1;"M328";"acq";14
2786;1;"M328";"acq";14
2787;1;"M328";"acq";14
2789;1;"M328";"acq";14
2792;12;"M328";"acq";14
2809;12;"M328";"acq";14
2809;12;"M328";"acq";14
2815;12;"M328";"acq";14
2847;2;"M328";"acq";14
2897;3;"M328";"acq";14
2997;5;"M328";"acq";14
3445;12;"M328";"acq";14
3467;12;"M328";"acq";14
3470;12;"M328";"acq";14
3471;12;"M328";"acq";14
3475;12;"M328";"acq";14
3479;12;"M328";"acq";14
3479;12;"M328";"acq";14
3480;12;"M328";"acq";14
3481;12;"M328";"acq";14
3482;12;"M328";"acq";14
3483;12;"M328";"acq";14
3486;12;"M328";"acq";14
3497;12;"M328";"acq";14
3500;12;"M328";"acq";14
