"t";"evento";"sujeto";"fase";"sesion"
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;12;"M326";"acq";22
0;51;"M326";"acq";22
43;12;"M326";"acq";22
417;12;"M326";"acq";22
427;11;"M326";"acq";22
434;12;"M326";"acq";22
439;12;"M326";"acq";22
498;11;"M326";"acq";22
503;12;"M326";"acq";22
675;11;"M326";"acq";22
675;21;"M326";"acq";22
678;12;"M326";"acq";22
725;31;"M326";"acq";22
788;12;"M326";"acq";22
825;5;"M326";"acq";22
826;12;"M326";"acq";22
827;12;"M326";"acq";22
1044;12;"M326";"acq";22
1084;1;"M326";"acq";22
1092;12;"M326";"acq";22
1122;12;"M326";"acq";22
1123;12;"M326";"acq";22
1128;12;"M326";"acq";22
1144;12;"M326";"acq";22
1176;1;"M326";"acq";22
1182;1;"M326";"acq";22
1185;12;"M326";"acq";22
1191;12;"M326";"acq";22
1303;12;"M326";"acq";22
1308;12;"M326";"acq";22
1317;12;"M326";"acq";22
1329;12;"M326";"acq";22
1373;1;"M326";"acq";22
1380;1;"M326";"acq";22
1433;2;"M326";"acq";22
1437;12;"M326";"acq";22
1483;3;"M326";"acq";22
1583;51;"M326";"acq";22
1627;12;"M326";"acq";22
1674;12;"M326";"acq";22
1679;12;"M326";"acq";22
1688;12;"M326";"acq";22
1961;11;"M326";"acq";22
1967;12;"M326";"acq";22
1985;11;"M326";"acq";22
1992;11;"M326";"acq";22
2012;11;"M326";"acq";22
2087;11;"M326";"acq";22
2099;11;"M326";"acq";22
2106;12;"M326";"acq";22
2131;11;"M326";"acq";22
2141;11;"M326";"acq";22
2150;11;"M326";"acq";22
2158;11;"M326";"acq";22
2164;11;"M326";"acq";22
2173;12;"M326";"acq";22
2182;12;"M326";"acq";22
2185;12;"M326";"acq";22
2190;12;"M326";"acq";22
2207;11;"M326";"acq";22
2207;21;"M326";"acq";22
2211;12;"M326";"acq";22
2257;31;"M326";"acq";22
2357;51;"M326";"acq";22
2392;12;"M326";"acq";22
2794;11;"M326";"acq";22
2801;11;"M326";"acq";22
2806;11;"M326";"acq";22
2810;12;"M326";"acq";22
2817;12;"M326";"acq";22
2822;12;"M326";"acq";22
2834;12;"M326";"acq";22
2856;12;"M326";"acq";22
2961;12;"M326";"acq";22
2972;11;"M326";"acq";22
2984;11;"M326";"acq";22
2984;21;"M326";"acq";22
2990;12;"M326";"acq";22
3034;31;"M326";"acq";22
3134;53;"M326";"acq";22
3201;12;"M326";"acq";22
3260;12;"M326";"acq";22
3590;12;"M326";"acq";22
3616;12;"M326";"acq";22
3697;1;"M326";"acq";22
3705;12;"M326";"acq";22
3807;1;"M326";"acq";22
3819;1;"M326";"acq";22
3827;12;"M326";"acq";22
3940;12;"M326";"acq";22
3961;12;"M326";"acq";22
4020;1;"M326";"acq";22
4032;12;"M326";"acq";22
4037;12;"M326";"acq";22
4092;12;"M326";"acq";22
4173;12;"M326";"acq";22
4183;12;"M326";"acq";22
4207;12;"M326";"acq";22
4283;12;"M326";"acq";22
4309;1;"M326";"acq";22
4326;1;"M326";"acq";22
4359;1;"M326";"acq";22
4418;1;"M326";"acq";22
4430;1;"M326";"acq";22
4443;1;"M326";"acq";22
4445;1;"M326";"acq";22
4451;12;"M326";"acq";22
4455;12;"M326";"acq";22
4461;12;"M326";"acq";22
4539;1;"M326";"acq";22
4581;1;"M326";"acq";22
4597;1;"M326";"acq";22
4603;1;"M326";"acq";22
4613;1;"M326";"acq";22
4615;1;"M326";"acq";22
4641;12;"M326";"acq";22
4714;12;"M326";"acq";22
4739;1;"M326";"acq";22
4744;1;"M326";"acq";22
4746;1;"M326";"acq";22
4754;1;"M326";"acq";22
4758;1;"M326";"acq";22
4765;12;"M326";"acq";22
4934;33;"M326";"acq";22
5034;5;"M326";"acq";22
5075;1;"M326";"acq";22
5086;12;"M326";"acq";22
5615;12;"M326";"acq";22
5631;12;"M326";"acq";22
5646;1;"M326";"acq";22
5660;12;"M326";"acq";22
5706;2;"M326";"acq";22
5756;3;"M326";"acq";22
5856;51;"M326";"acq";22
5910;12;"M326";"acq";22
5933;12;"M326";"acq";22
5966;12;"M326";"acq";22
5990;12;"M326";"acq";22
5998;12;"M326";"acq";22
6249;11;"M326";"acq";22
6261;11;"M326";"acq";22
6349;11;"M326";"acq";22
6370;11;"M326";"acq";22
6377;11;"M326";"acq";22
6385;11;"M326";"acq";22
6389;12;"M326";"acq";22
6408;11;"M326";"acq";22
6415;11;"M326";"acq";22
6421;11;"M326";"acq";22
6429;11;"M326";"acq";22
6434;11;"M326";"acq";22
6448;11;"M326";"acq";22
6462;11;"M326";"acq";22
6469;12;"M326";"acq";22
6484;12;"M326";"acq";22
6502;11;"M326";"acq";22
6502;21;"M326";"acq";22
6507;12;"M326";"acq";22
6552;31;"M326";"acq";22
6652;51;"M326";"acq";22
6693;12;"M326";"acq";22
6767;12;"M326";"acq";22
7110;11;"M326";"acq";22
7115;12;"M326";"acq";22
7123;12;"M326";"acq";22
7204;12;"M326";"acq";22
7273;12;"M326";"acq";22
7375;11;"M326";"acq";22
7375;21;"M326";"acq";22
7379;12;"M326";"acq";22
7425;31;"M326";"acq";22
7525;5;"M326";"acq";22
7603;12;"M326";"acq";22
7670;12;"M326";"acq";22
7918;12;"M326";"acq";22
8011;12;"M326";"acq";22
8039;12;"M326";"acq";22
8092;12;"M326";"acq";22
8098;12;"M326";"acq";22
8159;1;"M326";"acq";22
8165;1;"M326";"acq";22
8175;12;"M326";"acq";22
8219;2;"M326";"acq";22
8269;3;"M326";"acq";22
8369;51;"M326";"acq";22
8467;12;"M326";"acq";22
8893;11;"M326";"acq";22
8898;11;"M326";"acq";22
8906;11;"M326";"acq";22
8914;11;"M326";"acq";22
8919;12;"M326";"acq";22
8933;11;"M326";"acq";22
8939;11;"M326";"acq";22
8947;11;"M326";"acq";22
8952;12;"M326";"acq";22
8961;11;"M326";"acq";22
8969;11;"M326";"acq";22
8979;11;"M326";"acq";22
8996;11;"M326";"acq";22
8996;21;"M326";"acq";22
