"t";"evento";"sujeto";"fase";"sesion"
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;12;"M327";"acq";11
0;51;"M327";"acq";11
29;11;"M327";"acq";11
57;12;"M327";"acq";11
176;12;"M327";"acq";11
188;11;"M327";"acq";11
192;11;"M327";"acq";11
201;11;"M327";"acq";11
205;11;"M327";"acq";11
213;11;"M327";"acq";11
216;11;"M327";"acq";11
219;11;"M327";"acq";11
224;11;"M327";"acq";11
230;11;"M327";"acq";11
236;11;"M327";"acq";11
241;11;"M327";"acq";11
242;11;"M327";"acq";11
263;12;"M327";"acq";11
279;11;"M327";"acq";11
281;11;"M327";"acq";11
287;11;"M327";"acq";11
289;11;"M327";"acq";11
293;11;"M327";"acq";11
301;11;"M327";"acq";11
303;11;"M327";"acq";11
304;11;"M327";"acq";11
306;11;"M327";"acq";11
331;12;"M327";"acq";11
340;11;"M327";"acq";11
343;11;"M327";"acq";11
348;11;"M327";"acq";11
351;11;"M327";"acq";11
360;11;"M327";"acq";11
368;11;"M327";"acq";11
374;11;"M327";"acq";11
382;11;"M327";"acq";11
385;11;"M327";"acq";11
389;11;"M327";"acq";11
395;11;"M327";"acq";11
397;11;"M327";"acq";11
407;11;"M327";"acq";11
429;11;"M327";"acq";11
431;11;"M327";"acq";11
438;11;"M327";"acq";11
444;11;"M327";"acq";11
461;11;"M327";"acq";11
465;11;"M327";"acq";11
473;11;"M327";"acq";11
484;11;"M327";"acq";11
486;11;"M327";"acq";11
492;12;"M327";"acq";11
541;12;"M327";"acq";11
553;11;"M327";"acq";11
553;21;"M327";"acq";11
555;11;"M327";"acq";11
558;12;"M327";"acq";11
603;31;"M327";"acq";11
608;12;"M327";"acq";11
703;51;"M327";"acq";11
824;12;"M327";"acq";11
1017;11;"M327";"acq";11
1027;11;"M327";"acq";11
1037;11;"M327";"acq";11
1041;12;"M327";"acq";11
1072;12;"M327";"acq";11
1098;11;"M327";"acq";11
1100;11;"M327";"acq";11
1103;11;"M327";"acq";11
1106;11;"M327";"acq";11
1114;11;"M327";"acq";11
1162;11;"M327";"acq";11
1164;11;"M327";"acq";11
1169;12;"M327";"acq";11
1201;12;"M327";"acq";11
1204;12;"M327";"acq";11
1210;12;"M327";"acq";11
1212;12;"M327";"acq";11
1221;12;"M327";"acq";11
1222;12;"M327";"acq";11
1229;11;"M327";"acq";11
1236;11;"M327";"acq";11
1240;11;"M327";"acq";11
1243;11;"M327";"acq";11
1243;21;"M327";"acq";11
1248;12;"M327";"acq";11
1293;31;"M327";"acq";11
1347;12;"M327";"acq";11
1356;12;"M327";"acq";11
1393;5;"M327";"acq";11
1568;12;"M327";"acq";11
1591;12;"M327";"acq";11
1593;12;"M327";"acq";11
1594;12;"M327";"acq";11
1598;12;"M327";"acq";11
1608;12;"M327";"acq";11
1741;12;"M327";"acq";11
1761;12;"M327";"acq";11
1762;12;"M327";"acq";11
1778;12;"M327";"acq";11
1779;12;"M327";"acq";11
1796;12;"M327";"acq";11
1807;1;"M327";"acq";11
1943;12;"M327";"acq";11
1976;12;"M327";"acq";11
2017;1;"M327";"acq";11
2047;1;"M327";"acq";11
2077;2;"M327";"acq";11
2085;12;"M327";"acq";11
2127;3;"M327";"acq";11
2176;12;"M327";"acq";11
2227;51;"M327";"acq";11
2504;12;"M327";"acq";11
2543;12;"M327";"acq";11
2544;12;"M327";"acq";11
2548;12;"M327";"acq";11
2550;12;"M327";"acq";11
2579;12;"M327";"acq";11
2780;11;"M327";"acq";11
2785;11;"M327";"acq";11
2789;11;"M327";"acq";11
2794;12;"M327";"acq";11
2828;11;"M327";"acq";11
2832;11;"M327";"acq";11
2838;11;"M327";"acq";11
2841;11;"M327";"acq";11
2843;11;"M327";"acq";11
2846;11;"M327";"acq";11
2848;11;"M327";"acq";11
2851;11;"M327";"acq";11
2853;11;"M327";"acq";11
2857;11;"M327";"acq";11
2861;11;"M327";"acq";11
2869;11;"M327";"acq";11
2874;11;"M327";"acq";11
2879;11;"M327";"acq";11
2883;11;"M327";"acq";11
2884;11;"M327";"acq";11
2886;11;"M327";"acq";11
2888;11;"M327";"acq";11
2930;12;"M327";"acq";11
2936;11;"M327";"acq";11
2936;21;"M327";"acq";11
2941;12;"M327";"acq";11
2986;31;"M327";"acq";11
3086;5;"M327";"acq";11
3356;12;"M327";"acq";11
3614;12;"M327";"acq";11
3674;1;"M327";"acq";11
3708;1;"M327";"acq";11
3710;1;"M327";"acq";11
3734;2;"M327";"acq";11
3740;12;"M327";"acq";11
3784;3;"M327";"acq";11
3823;12;"M327";"acq";11
3884;5;"M327";"acq";11
4083;12;"M327";"acq";11
4219;12;"M327";"acq";11
4224;12;"M327";"acq";11
4226;12;"M327";"acq";11
4226;12;"M327";"acq";11
4229;12;"M327";"acq";11
4244;12;"M327";"acq";11
4252;1;"M327";"acq";11
4305;1;"M327";"acq";11
4367;12;"M327";"acq";11
4380;1;"M327";"acq";11
4446;1;"M327";"acq";11
4486;1;"M327";"acq";11
4503;1;"M327";"acq";11
4506;1;"M327";"acq";11
4506;2;"M327";"acq";11
4512;12;"M327";"acq";11
4556;3;"M327";"acq";11
4588;12;"M327";"acq";11
4656;51;"M327";"acq";11
4815;12;"M327";"acq";11
4859;12;"M327";"acq";11
4861;12;"M327";"acq";11
4863;12;"M327";"acq";11
4864;12;"M327";"acq";11
4865;12;"M327";"acq";11
4867;12;"M327";"acq";11
4869;12;"M327";"acq";11
4873;12;"M327";"acq";11
4911;11;"M327";"acq";11
4914;11;"M327";"acq";11
5102;11;"M327";"acq";11
5108;12;"M327";"acq";11
5145;11;"M327";"acq";11
5149;11;"M327";"acq";11
5154;11;"M327";"acq";11
5159;11;"M327";"acq";11
5161;11;"M327";"acq";11
5165;11;"M327";"acq";11
5169;11;"M327";"acq";11
5180;11;"M327";"acq";11
5181;11;"M327";"acq";11
5183;11;"M327";"acq";11
5211;12;"M327";"acq";11
5217;11;"M327";"acq";11
5222;11;"M327";"acq";11
5234;11;"M327";"acq";11
5238;11;"M327";"acq";11
5239;11;"M327";"acq";11
5245;11;"M327";"acq";11
5246;11;"M327";"acq";11
5250;11;"M327";"acq";11
5258;11;"M327";"acq";11
5265;11;"M327";"acq";11
5270;11;"M327";"acq";11
5280;11;"M327";"acq";11
5283;11;"M327";"acq";11
5287;11;"M327";"acq";11
5290;11;"M327";"acq";11
5298;11;"M327";"acq";11
5300;11;"M327";"acq";11
5317;11;"M327";"acq";11
5320;11;"M327";"acq";11
5324;11;"M327";"acq";11
5332;11;"M327";"acq";11
5345;11;"M327";"acq";11
5354;11;"M327";"acq";11
5354;21;"M327";"acq";11
5358;12;"M327";"acq";11
5404;31;"M327";"acq";11
5504;51;"M327";"acq";11
5708;12;"M327";"acq";11
5724;12;"M327";"acq";11
5729;12;"M327";"acq";11
5736;12;"M327";"acq";11
5737;12;"M327";"acq";11
5779;12;"M327";"acq";11
5783;12;"M327";"acq";11
5785;12;"M327";"acq";11
5797;11;"M327";"acq";11
5799;11;"M327";"acq";11
5802;11;"M327";"acq";11
5854;11;"M327";"acq";11
5860;11;"M327";"acq";11
6148;11;"M327";"acq";11
6152;11;"M327";"acq";11
6153;11;"M327";"acq";11
6158;11;"M327";"acq";11
6162;11;"M327";"acq";11
6165;11;"M327";"acq";11
6170;11;"M327";"acq";11
6171;11;"M327";"acq";11
6173;11;"M327";"acq";11
6182;11;"M327";"acq";11
6186;11;"M327";"acq";11
6199;11;"M327";"acq";11
6199;21;"M327";"acq";11
6205;12;"M327";"acq";11
6249;31;"M327";"acq";11
6349;53;"M327";"acq";11
6506;12;"M327";"acq";11
6507;12;"M327";"acq";11
