"t";"evento";"sujeto";"fase";"sesion"
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;12;"M327";"acq";10
0;51;"M327";"acq";10
24;12;"M327";"acq";10
26;12;"M327";"acq";10
54;11;"M327";"acq";10
123;11;"M327";"acq";10
126;11;"M327";"acq";10
131;11;"M327";"acq";10
134;12;"M327";"acq";10
160;12;"M327";"acq";10
189;11;"M327";"acq";10
192;11;"M327";"acq";10
195;11;"M327";"acq";10
198;11;"M327";"acq";10
224;12;"M327";"acq";10
231;11;"M327";"acq";10
235;11;"M327";"acq";10
241;11;"M327";"acq";10
245;11;"M327";"acq";10
247;11;"M327";"acq";10
249;11;"M327";"acq";10
254;12;"M327";"acq";10
257;12;"M327";"acq";10
260;12;"M327";"acq";10
269;12;"M327";"acq";10
271;12;"M327";"acq";10
272;12;"M327";"acq";10
287;12;"M327";"acq";10
288;12;"M327";"acq";10
297;11;"M327";"acq";10
306;11;"M327";"acq";10
309;11;"M327";"acq";10
312;11;"M327";"acq";10
313;11;"M327";"acq";10
316;11;"M327";"acq";10
361;12;"M327";"acq";10
369;11;"M327";"acq";10
377;11;"M327";"acq";10
381;11;"M327";"acq";10
384;11;"M327";"acq";10
387;11;"M327";"acq";10
391;11;"M327";"acq";10
394;11;"M327";"acq";10
436;12;"M327";"acq";10
445;11;"M327";"acq";10
452;11;"M327";"acq";10
460;11;"M327";"acq";10
463;11;"M327";"acq";10
468;11;"M327";"acq";10
473;11;"M327";"acq";10
475;11;"M327";"acq";10
478;11;"M327";"acq";10
479;11;"M327";"acq";10
481;11;"M327";"acq";10
483;11;"M327";"acq";10
493;11;"M327";"acq";10
499;11;"M327";"acq";10
506;11;"M327";"acq";10
508;11;"M327";"acq";10
514;11;"M327";"acq";10
516;11;"M327";"acq";10
518;11;"M327";"acq";10
523;12;"M327";"acq";10
536;12;"M327";"acq";10
558;11;"M327";"acq";10
558;21;"M327";"acq";10
560;11;"M327";"acq";10
563;12;"M327";"acq";10
608;31;"M327";"acq";10
648;12;"M327";"acq";10
708;5;"M327";"acq";10
816;12;"M327";"acq";10
844;12;"M327";"acq";10
846;12;"M327";"acq";10
847;12;"M327";"acq";10
1091;12;"M327";"acq";10
1166;1;"M327";"acq";10
1178;1;"M327";"acq";10
1208;12;"M327";"acq";10
1216;12;"M327";"acq";10
1220;12;"M327";"acq";10
1221;12;"M327";"acq";10
1223;12;"M327";"acq";10
1234;12;"M327";"acq";10
1254;1;"M327";"acq";10
1261;1;"M327";"acq";10
1293;1;"M327";"acq";10
1314;2;"M327";"acq";10
1321;12;"M327";"acq";10
1364;3;"M327";"acq";10
1464;5;"M327";"acq";10
1573;12;"M327";"acq";10
1595;12;"M327";"acq";10
1600;12;"M327";"acq";10
1607;12;"M327";"acq";10
1636;12;"M327";"acq";10
1686;12;"M327";"acq";10
1688;12;"M327";"acq";10
2012;12;"M327";"acq";10
2065;1;"M327";"acq";10
2068;1;"M327";"acq";10
2120;1;"M327";"acq";10
2125;12;"M327";"acq";10
2125;2;"M327";"acq";10
2175;3;"M327";"acq";10
2275;51;"M327";"acq";10
2423;12;"M327";"acq";10
2518;12;"M327";"acq";10
2779;11;"M327";"acq";10
2783;11;"M327";"acq";10
2787;12;"M327";"acq";10
2807;12;"M327";"acq";10
2808;12;"M327";"acq";10
2822;11;"M327";"acq";10
2825;11;"M327";"acq";10
2827;11;"M327";"acq";10
2831;11;"M327";"acq";10
2833;11;"M327";"acq";10
2839;11;"M327";"acq";10
2845;11;"M327";"acq";10
2846;11;"M327";"acq";10
2849;11;"M327";"acq";10
2852;11;"M327";"acq";10
2858;11;"M327";"acq";10
2862;11;"M327";"acq";10
2866;11;"M327";"acq";10
2919;12;"M327";"acq";10
2932;11;"M327";"acq";10
2932;21;"M327";"acq";10
2933;11;"M327";"acq";10
2936;12;"M327";"acq";10
2982;31;"M327";"acq";10
3025;12;"M327";"acq";10
3082;51;"M327";"acq";10
3366;12;"M327";"acq";10
3381;11;"M327";"acq";10
3669;11;"M327";"acq";10
3672;11;"M327";"acq";10
3677;12;"M327";"acq";10
3698;11;"M327";"acq";10
3700;11;"M327";"acq";10
3702;11;"M327";"acq";10
3709;11;"M327";"acq";10
3714;11;"M327";"acq";10
3716;11;"M327";"acq";10
3726;12;"M327";"acq";10
3748;11;"M327";"acq";10
3750;11;"M327";"acq";10
3753;11;"M327";"acq";10
3758;11;"M327";"acq";10
3758;21;"M327";"acq";10
3760;11;"M327";"acq";10
3764;12;"M327";"acq";10
3808;31;"M327";"acq";10
3908;5;"M327";"acq";10
4080;12;"M327";"acq";10
4116;12;"M327";"acq";10
4292;12;"M327";"acq";10
4308;1;"M327";"acq";10
4409;1;"M327";"acq";10
4446;1;"M327";"acq";10
4451;1;"M327";"acq";10
4500;12;"M327";"acq";10
4510;1;"M327";"acq";10
4511;2;"M327";"acq";10
4518;12;"M327";"acq";10
4561;3;"M327";"acq";10
4661;51;"M327";"acq";10
4768;12;"M327";"acq";10
5170;12;"M327";"acq";10
5188;11;"M327";"acq";10
5192;11;"M327";"acq";10
5196;11;"M327";"acq";10
5208;11;"M327";"acq";10
5212;12;"M327";"acq";10
5223;12;"M327";"acq";10
5234;11;"M327";"acq";10
5238;11;"M327";"acq";10
5245;11;"M327";"acq";10
5249;11;"M327";"acq";10
5257;11;"M327";"acq";10
5264;11;"M327";"acq";10
5265;11;"M327";"acq";10
5267;11;"M327";"acq";10
5270;11;"M327";"acq";10
5271;11;"M327";"acq";10
5272;11;"M327";"acq";10
5278;11;"M327";"acq";10
5279;11;"M327";"acq";10
5283;12;"M327";"acq";10
5299;11;"M327";"acq";10
5301;11;"M327";"acq";10
5303;11;"M327";"acq";10
5307;11;"M327";"acq";10
5309;11;"M327";"acq";10
5323;11;"M327";"acq";10
5326;11;"M327";"acq";10
5328;11;"M327";"acq";10
5329;11;"M327";"acq";10
5330;11;"M327";"acq";10
5335;11;"M327";"acq";10
5335;21;"M327";"acq";10
5341;12;"M327";"acq";10
5385;31;"M327";"acq";10
5485;5;"M327";"acq";10
5603;12;"M327";"acq";10
5890;12;"M327";"acq";10
5892;12;"M327";"acq";10
5895;12;"M327";"acq";10
5928;1;"M327";"acq";10
5993;1;"M327";"acq";10
6038;1;"M327";"acq";10
6039;1;"M327";"acq";10
6068;1;"M327";"acq";10
6069;1;"M327";"acq";10
6098;2;"M327";"acq";10
6105;12;"M327";"acq";10
6148;3;"M327";"acq";10
6248;51;"M327";"acq";10
6355;12;"M327";"acq";10
6403;12;"M327";"acq";10
6410;12;"M327";"acq";10
6459;11;"M327";"acq";10
6545;12;"M327";"acq";10
6562;12;"M327";"acq";10
6564;12;"M327";"acq";10
6566;12;"M327";"acq";10
6568;12;"M327";"acq";10
6588;12;"M327";"acq";10
6628;11;"M327";"acq";10
6747;12;"M327";"acq";10
6755;11;"M327";"acq";10
6769;11;"M327";"acq";10
6771;11;"M327";"acq";10
6777;11;"M327";"acq";10
6792;11;"M327";"acq";10
6799;11;"M327";"acq";10
6803;11;"M327";"acq";10
6820;11;"M327";"acq";10
6826;11;"M327";"acq";10
6830;11;"M327";"acq";10
6834;12;"M327";"acq";10
6839;12;"M327";"acq";10
6847;11;"M327";"acq";10
6849;11;"M327";"acq";10
6857;11;"M327";"acq";10
6863;11;"M327";"acq";10
6866;11;"M327";"acq";10
6870;11;"M327";"acq";10
6872;11;"M327";"acq";10
6875;11;"M327";"acq";10
6881;11;"M327";"acq";10
6883;11;"M327";"acq";10
6885;11;"M327";"acq";10
6886;11;"M327";"acq";10
6891;11;"M327";"acq";10
6893;11;"M327";"acq";10
6894;11;"M327";"acq";10
6899;12;"M327";"acq";10
6981;12;"M327";"acq";10
6988;11;"M327";"acq";10
6988;21;"M327";"acq";10
6993;12;"M327";"acq";10
7038;31;"M327";"acq";10
7138;51;"M327";"acq";10
7255;12;"M327";"acq";10
7457;12;"M327";"acq";10
7472;11;"M327";"acq";10
7527;11;"M327";"acq";10
7534;12;"M327";"acq";10
7570;11;"M327";"acq";10
7573;11;"M327";"acq";10
7580;11;"M327";"acq";10
7583;11;"M327";"acq";10
7587;11;"M327";"acq";10
7594;11;"M327";"acq";10
7675;12;"M327";"acq";10
7685;11;"M327";"acq";10
7694;11;"M327";"acq";10
7706;11;"M327";"acq";10
7713;11;"M327";"acq";10
7730;11;"M327";"acq";10
7760;11;"M327";"acq";10
7763;11;"M327";"acq";10
7767;11;"M327";"acq";10
7769;11;"M327";"acq";10
7770;11;"M327";"acq";10
7774;12;"M327";"acq";10
7787;11;"M327";"acq";10
7800;11;"M327";"acq";10
7801;11;"M327";"acq";10
7803;11;"M327";"acq";10
7804;11;"M327";"acq";10
7810;12;"M327";"acq";10
7874;12;"M327";"acq";10
7881;11;"M327";"acq";10
7881;21;"M327";"acq";10
7887;12;"M327";"acq";10
7931;31;"M327";"acq";10
8031;5;"M327";"acq";10
8142;12;"M327";"acq";10
8534;12;"M327";"acq";10
8538;12;"M327";"acq";10
8553;1;"M327";"acq";10
8573;1;"M327";"acq";10
8618;12;"M327";"acq";10
8631;1;"M327";"acq";10
8633;2;"M327";"acq";10
8639;12;"M327";"acq";10
8683;3;"M327";"acq";10
8783;54;"M327";"acq";10
9045;12;"M327";"acq";10
9063;12;"M327";"acq";10
9085;12;"M327";"acq";10
9101;11;"M327";"acq";10
9166;11;"M327";"acq";10
9169;11;"M327";"acq";10
9264;11;"M327";"acq";10
9271;11;"M327";"acq";10
9276;12;"M327";"acq";10
