"t";"evento";"sujeto";"fase";"sesion"
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;12;"M326";"acq";17
0;51;"M326";"acq";17
16;12;"M326";"acq";17
183;12;"M326";"acq";17
197;12;"M326";"acq";17
218;12;"M326";"acq";17
243;11;"M326";"acq";17
313;11;"M326";"acq";17
323;11;"M326";"acq";17
334;12;"M326";"acq";17
362;12;"M326";"acq";17
405;11;"M326";"acq";17
411;12;"M326";"acq";17
416;12;"M326";"acq";17
434;12;"M326";"acq";17
437;12;"M326";"acq";17
474;11;"M326";"acq";17
482;11;"M326";"acq";17
486;11;"M326";"acq";17
505;11;"M326";"acq";17
515;12;"M326";"acq";17
550;12;"M326";"acq";17
566;11;"M326";"acq";17
566;21;"M326";"acq";17
569;12;"M326";"acq";17
616;31;"M326";"acq";17
714;12;"M326";"acq";17
716;5;"M326";"acq";17
932;12;"M326";"acq";17
951;1;"M326";"acq";17
959;1;"M326";"acq";17
962;12;"M326";"acq";17
972;12;"M326";"acq";17
997;1;"M326";"acq";17
1001;1;"M326";"acq";17
1006;12;"M326";"acq";17
1022;12;"M326";"acq";17
1062;12;"M326";"acq";17
1067;12;"M326";"acq";17
1094;12;"M326";"acq";17
1107;12;"M326";"acq";17
1127;1;"M326";"acq";17
1136;1;"M326";"acq";17
1143;12;"M326";"acq";17
1276;1;"M326";"acq";17
1282;1;"M326";"acq";17
1293;12;"M326";"acq";17
1300;12;"M326";"acq";17
1336;2;"M326";"acq";17
1386;3;"M326";"acq";17
1486;54;"M326";"acq";17
1558;12;"M326";"acq";17
1608;12;"M326";"acq";17
1841;12;"M326";"acq";17
1920;11;"M326";"acq";17
1925;12;"M326";"acq";17
1962;11;"M326";"acq";17
1976;12;"M326";"acq";17
2055;11;"M326";"acq";17
2075;11;"M326";"acq";17
2087;11;"M326";"acq";17
