"t";"evento";"sujeto";"fase";"sesion"
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;12;"M327";"acq";19
0;51;"M327";"acq";19
75;12;"M327";"acq";19
93;11;"M327";"acq";19
102;11;"M327";"acq";19
107;12;"M327";"acq";19
236;11;"M327";"acq";19
241;12;"M327";"acq";19
291;11;"M327";"acq";19
294;11;"M327";"acq";19
296;12;"M327";"acq";19
302;12;"M327";"acq";19
336;12;"M327";"acq";19
345;11;"M327";"acq";19
351;11;"M327";"acq";19
377;11;"M327";"acq";19
380;11;"M327";"acq";19
385;11;"M327";"acq";19
386;11;"M327";"acq";19
392;11;"M327";"acq";19
397;11;"M327";"acq";19
400;11;"M327";"acq";19
408;11;"M327";"acq";19
412;11;"M327";"acq";19
419;11;"M327";"acq";19
423;11;"M327";"acq";19
425;11;"M327";"acq";19
426;11;"M327";"acq";19
428;11;"M327";"acq";19
437;12;"M327";"acq";19
484;12;"M327";"acq";19
506;11;"M327";"acq";19
507;11;"M327";"acq";19
509;11;"M327";"acq";19
514;11;"M327";"acq";19
514;11;"M327";"acq";19
516;11;"M327";"acq";19
520;11;"M327";"acq";19
521;11;"M327";"acq";19
529;11;"M327";"acq";19
535;11;"M327";"acq";19
539;11;"M327";"acq";19
543;11;"M327";"acq";19
543;21;"M327";"acq";19
548;12;"M327";"acq";19
593;31;"M327";"acq";19
693;5;"M327";"acq";19
852;12;"M327";"acq";19
1225;12;"M327";"acq";19
1328;12;"M327";"acq";19
1342;1;"M327";"acq";19
1388;1;"M327";"acq";19
1391;1;"M327";"acq";19
1397;1;"M327";"acq";19
1400;12;"M327";"acq";19
1402;2;"M327";"acq";19
1452;3;"M327";"acq";19
1484;12;"M327";"acq";19
1488;12;"M327";"acq";19
1492;12;"M327";"acq";19
1552;51;"M327";"acq";19
1814;11;"M327";"acq";19
1821;12;"M327";"acq";19
1835;12;"M327";"acq";19
1837;12;"M327";"acq";19
1839;12;"M327";"acq";19
1849;11;"M327";"acq";19
1851;11;"M327";"acq";19
